id,nombre,dni,carrera,semestre,nota1,nota2,nota3,nota4
1797,Emilio Flores Campos,56815291,Industrial,4,15,11,15,8
1798,Antonella Espinoza Reyes,27524498,Biomedica,3,13,19,9,10
1799,Diego Ortiz Rojas,75389207,Civil,6,7,6,17,11
1800,Renata Fernandez Fuentes,67660864,Civil,10,10,8,12,9
1801,Paula Alvarez Gonzalez,60861300,Mecanica,7,16,6,10,15
1802,Diego Flores Rojas,53594831,Computacion,8,16,7,14,17
1803,Maria Mora Espinoza,94741202,Industrial,1,18,15,6,15
1804,Patricia Diaz Jimenez,55987259,Electrica,10,12,15,11,10
1805,Antonella Rodriguez Chavez,92643305,Mecanica,2,20,14,16,14
1806,Ana Ramos Alvarez,68546597,Electronica,1,12,17,9,10
1807,Cristian Sanchez Perez,77518370,Computacion,7,20,19,15,15
1808,Gabriela Molina Rios,83173139,Ambiental,4,18,13,16,13
1809,Marco Castillo Garcia,31359114,Biomedica,9,13,17,11,18
1810,Diego Fuentes Morales,81613299,Industrial,10,16,18,12,8
1811,Leonardo Ramirez Chavez,14309332,Quimica,1,16,20,10,12
1812,Diego Rojas Soto,37946518,Computacion,5,9,16,8,12
1813,Javier Cano Ramos,96206112,Electrica,10,13,15,16,17
1814,Patricia Mendoza Medina,77255574,Ambiental,8,14,8,12,13
1815,Marco Mendoza Morales,41499093,Quimica,9,9,12,14,8
1816,Andrea Reyes Cruz,81165134,Biomedica,8,17,20,20,5
1817,Cristian Delgado Molina,52672617,Computacion,2,7,14,12,11
1818,Carolina Salinas Soto,10431519,Civil,7,15,16,7,20
1819,Oscar Fernandez Mendoza,69102741,Electronica,9,15,11,12,7
1820,Lucia Espinoza Rodriguez,71930522,Sistemas,5,16,13,13,3
1821,Lucia Molina Herrera,49441711,Industrial,10,8,14,10,14
1822,Valentina Sanchez Medina,11229014,Industrial,1,14,19,16,10
1823,Camila Reyes Delgado,48177905,Industrial,8,12,7,14,13
1824,Matias Gonzalez Fernandez,57424010,Quimica,6,14,17,13,6
1825,Andrea Ruiz Aguilar,42319902,Quimica,2,11,11,14,15
1826,Gustavo Flores Sanchez,56597846,Electrica,4,10,5,17,19
1827,Fernanda Ruiz Reyes,87647882,Industrial,4,12,14,9,16
1828,Monica Delgado Paredes,31314599,Biomedica,5,12,11,13,14
1829,Mauricio Paredes Paredes,50754529,Electrica,10,10,10,18,14
1830,Beatriz Jimenez Sanchez,82767516,Civil,2,18,13,13,11
1831,Fernanda Cabrera Ramirez,71181402,Sistemas,10,11,12,17,15
1832,Ana Mora Guerrero,97740514,Electronica,1,16,18,15,10
1833,Fernanda Chavez Aguilar,62197606,Computacion,4,14,4,13,17
1834,Fernando Garcia Espinoza,55837886,Mecanica,9,12,20,20,16
1835,Andres Guerrero Sanchez,12125129,Ambiental,9,15,14,14,10
1836,Adrian Castillo Herrera,33422635,Sistemas,10,10,13,16,6
1837,Valentina Guerrero Garcia,52799231,Mecanica,9,10,13,15,20
1838,Gustavo Ortiz Cano,43171628,Industrial,4,10,13,14,12
1839,Sebastian Chavez Fuentes,59395009,Sistemas,2,19,10,13,17
1840,Diego Ramirez Reyes,77065737,Electrica,1,10,16,13,20
1841,Paula Morales Munoz,84648357,Mecanica,4,11,20,15,11
1842,Lucia Perez Romero,94845985,Sistemas,10,17,11,14,16
1843,Paula Herrera Torres,72031036,Electronica,7,12,9,5,20
1844,Andres Molina Alvarez,71931972,Electronica,3,13,10,18,18
1845,Alejandro Munoz Morales,55181885,Civil,10,7,13,16,15
1846,Natalia Martinez Medina,29684529,Electronica,6,17,13,15,4
1847,Elena Garcia Chavez,16821805,Electronica,6,14,13,10,10
1848,Sofia Ramos Ramos,94513729,Quimica,9,20,17,16,13
1849,Helena Sanchez Soto,45862080,Mecanica,10,13,14,10,14
1850,Gustavo Flores Cano,34292434,Electronica,7,12,16,10,11
1851,Julia Vega Torres,68373083,Biomedica,7,12,10,16,15
1852,Cristian Fuentes Torres,42474845,Sistemas,10,15,18,16,11
1853,Renata Pena Espinoza,74113425,Industrial,6,20,12,15,12
1854,Cristian Medina Diaz,85981079,Electrica,3,12,6,15,13
1855,Fernanda Navarro Castillo,84865307,Quimica,2,13,15,18,11
1856,Raul Fernandez Delgado,35085103,Quimica,2,7,13,17,15
1857,Cristian Chavez Herrera,90577591,Electronica,5,12,3,13,14
1858,Beatriz Navarro Mendoza,13254956,Industrial,10,14,13,8,15
1859,Paula Paredes Vega,22082455,Civil,4,14,7,20,12
1860,Patricia Paredes Lopez,74199656,Ambiental,5,14,15,10,15
1861,Hernan Espinoza Medina,87037276,Biomedica,2,14,14,12,11
1862,Laura Sanchez Rios,83662162,Electronica,10,8,15,13,14
1863,Camila Aguilar Ortiz,17503976,Electrica,6,18,15,14,14
1864,Camila Mora Fuentes,21820664,Mecanica,9,11,8,9,16
1865,Adrian Salinas Guerrero,34459881,Quimica,2,7,13,9,15
1866,Leonardo Jimenez Molina,68902549,Electrica,1,17,17,20,9
1867,Diego Delgado Garcia,94913549,Computacion,10,16,13,9,17
1868,Patricio Romero Martinez,38183493,Civil,1,10,9,12,12
1869,Ana Salinas Pena,69633480,Biomedica,4,7,12,14,12
1870,Paula Diaz Cano,92385879,Electrica,7,12,14,17,15
1871,Hernan Ramos Ramirez,84095518,Electrica,1,11,20,7,11
1872,Mauricio Lopez Alvarez,54016656,Civil,9,9,12,16,10
1873,Emilio Campos Ortiz,32868290,Civil,2,7,11,9,12
1874,Ivan Soto Cano,91743931,Civil,1,16,14,13,11
1875,Matias Mendoza Navarro,64964635,Electrica,8,16,17,12,14
1876,Rodrigo Herrera Aguilar,40262025,Computacion,7,15,20,12,11
1877,Valentina Vargas Rojas,17740158,Ambiental,10,18,13,19,8
1878,Marco Vega Delgado,97181606,Quimica,1,15,11,14,10
1879,Beatriz Espinoza Navarro,15034127,Electrica,2,5,16,13,13
1880,Felipe Mendoza Herrera,31711640,Biomedica,6,12,10,14,14
1881,Sofia Silva Vega,55688513,Industrial,9,15,8,9,15
1882,Mauricio Vega Soto,57046656,Ambiental,4,8,15,17,18
1883,Gabriela Torres Alvarez,71572635,Mecanica,7,18,18,8,7
1884,Maria Silva Cano,29524080,Mecanica,1,7,12,11,13
1885,Gloria Rodriguez Ramirez,25700805,Quimica,8,10,16,17,13
1886,Ivan Mendoza Paredes,46346546,Industrial,7,10,15,13,14
1887,Emilio Rodriguez Pena,55248296,Civil,5,15,10,11,14
1888,Cristian Torres Campos,64815382,Electronica,10,14,10,10,11
1889,Patricio Fuentes Chavez,17594673,Mecanica,1,11,14,5,13
1890,Marcelo Navarro Medina,84209954,Electronica,3,14,19,15,15
1891,Irene Silva Paredes,65239516,Civil,3,12,20,13,15
1892,Monica Torres Mendoza,26172715,Quimica,1,12,17,9,11
1893,Hernan Molina Pena,96633793,Mecanica,1,15,8,9,14
1894,Ignacio Rodriguez Reyes,35623738,Sistemas,9,10,11,12,15
1895,Sebastian Flores Delgado,58797668,Mecanica,6,19,18,12,14
1896,Raul Castillo Flores,59781511,Industrial,4,15,11,10,11
1897,Sebastian Campos Silva,15298922,Electrica,4,13,2,14,17
1898,Nicolas Vega Fuentes,89881656,Electrica,3,13,13,16,11
1899,Carlos Alvarez Ramirez,59605917,Computacion,4,15,8,10,10
1900,Leonardo Castillo Gonzalez,69047791,Quimica,7,20,6,9,12
1901,Isabella Delgado Mora,96618581,Biomedica,2,19,18,14,19
1902,Pablo Pena Cabrera,18215267,Computacion,6,5,11,10,18
1903,Nicolas Navarro Guerrero,66729261,Electronica,7,15,12,12,17
1904,Laura Pena Morales,78565062,Quimica,8,11,16,11,16
1905,Mauricio Molina Garcia,25103067,Biomedica,8,13,12,16,18
1906,Nicolas Chavez Medina,22814859,Quimica,10,12,17,8,12
1907,Hugo Ramirez Torres,28638712,Computacion,1,11,13,15,6
1908,Helena Fernandez Perez,85105331,Computacion,9,19,14,14,16
1909,Alejandro Ramos Ramirez,71555114,Quimica,3,13,19,9,15
1910,Diana Delgado Fernandez,78527999,Electrica,9,9,10,14,18
1911,Cristian Jimenez Rios,47370081,Quimica,9,15,12,9,18
1912,Lucia Cabrera Medina,58141753,Electronica,3,14,14,16,6
1913,Valentina Medina Flores,30667803,Ambiental,5,5,17,5,16
1914,Marcelo Fuentes Soto,64928010,Electrica,10,12,11,13,12
1915,Natalia Torres Espinoza,92389750,Quimica,9,9,7,11,10
1916,Claudia Fuentes Ramos,53582888,Ambiental,4,9,13,12,18
1917,Alejandro Aguilar Espinoza,21136762,Computacion,3,13,17,13,15
1918,Carolina Morales Martinez,94249855,Ambiental,2,15,13,6,15
1919,Fernando Cano Sanchez,38834766,Civil,9,8,13,4,12
1920,Hugo Espinoza Mendoza,31679360,Electrica,9,18,8,13,16
1921,Sebastian Munoz Molina,40424529,Ambiental,8,7,16,12,15
1922,Valeria Salinas Lopez,69188691,Biomedica,9,18,8,16,7
1923,Lucia Aguilar Aguilar,22053990,Sistemas,4,14,13,12,14
1924,Nicolas Herrera Salinas,25062164,Computacion,10,18,17,12,12
1925,Andrea Perez Rojas,14535219,Quimica,7,7,8,11,9
1926,Oscar Munoz Campos,88545366,Mecanica,8,13,17,14,16
1927,Nicolas Jimenez Rodriguez,79313034,Electronica,4,9,12,13,11
1928,Oscar Rojas Ramirez,44539731,Sistemas,10,12,7,16,13
1929,Tomas Morales Delgado,63394604,Civil,9,20,14,12,19
1930,Fernanda Pena Romero,52403161,Industrial,2,8,14,13,9
1931,Raul Alvarez Cruz,73326374,Ambiental,6,14,9,14,17
1932,Monica Silva Soto,14656069,Civil,9,20,20,15,11
1933,Maria Diaz Pena,84388739,Biomedica,7,9,8,17,12
1934,Ignacio Pena Fuentes,18432377,Biomedica,5,15,12,9,12
1935,Hernan Paredes Medina,72488860,Sistemas,2,15,9,13,11
1936,Monica Castillo Medina,25943116,Electronica,7,17,12,17,10
1937,Isabella Cano Espinoza,63750336,Computacion,5,12,8,17,15
1938,Camila Ortiz Reyes,15409070,Biomedica,1,9,9,6,13
1939,Lorena Molina Garcia,62651070,Industrial,4,16,10,20,18
1940,Sebastian Cabrera Flores,49910739,Biomedica,4,14,8,9,12
1941,Leonardo Sanchez Ortiz,57322953,Civil,7,18,13,16,4
1942,Gustavo Cabrera Reyes,92117254,Industrial,10,15,11,14,13
1943,Fabian Aguilar Ramirez,32159417,Electronica,4,20,11,17,9
1944,Paula Jimenez Cruz,51999081,Ambiental,9,16,20,11,13
1945,Carolina Flores Mora,74612349,Civil,8,12,6,11,13
1946,Monica Cano Castillo,30660374,Mecanica,4,11,16,11,10
1947,Maria Vega Rojas,86125805,Civil,5,14,8,10,18
1948,Patricia Torres Campos,61116767,Ambiental,4,20,11,10,19
1949,Felipe Martinez Ruiz,33571000,Computacion,3,10,13,7,10
1950,Cecilia Cano Munoz,49995286,Electronica,9,13,12,10,14
1951,Sofia Munoz Mendoza,10291743,Sistemas,8,15,17,12,20
1952,Valentina Molina Jimenez,21804669,Civil,3,11,14,10,15
1953,Diana Reyes Lopez,65532382,Industrial,5,19,9,10,8
1954,Patricia Guerrero Rodriguez,72311621,Electronica,9,16,17,14,11
1955,Fernanda Diaz Rios,32136589,Civil,7,10,13,7,17
1956,Gabriela Flores Ramos,57936001,Computacion,4,17,12,9,17
1957,Paula Alvarez Fernandez,30216344,Biomedica,2,11,6,10,5
1958,Mauricio Vargas Romero,68095629,Sistemas,10,19,16,15,17
1959,Ana Diaz Reyes,68801462,Ambiental,8,3,9,12,17
1960,Matias Soto Gonzalez,54143966,Ambiental,8,11,12,6,12
1961,Hernan Fernandez Cano,55571653,Quimica,4,15,18,20,10
1962,Claudia Ramirez Munoz,57627829,Computacion,4,16,18,12,16
1963,Javier Guerrero Rodriguez,93723123,Quimica,3,15,9,19,12
1964,Daniela Ruiz Espinoza,25737756,Electrica,4,15,7,13,17
1965,Carlos Rios Herrera,19789797,Electrica,6,9,20,12,17
1966,Matias Fernandez Ruiz,60159878,Computacion,3,17,10,13,8
1967,Isabella Cano Molina,58261401,Civil,10,12,13,14,14
1968,Emilio Castillo Ortiz,65358217,Biomedica,9,9,17,20,13
1969,Rodrigo Espinoza Martinez,15348764,Electrica,6,20,17,10,10
1970,Renata Mora Rojas,83625339,Civil,8,12,12,13,5
1971,Pablo Morales Espinoza,50228588,Quimica,10,9,5,16,12
1972,Andres Lopez Herrera,89261354,Industrial,8,11,17,10,15
1973,Patricia Ramos Mora,89695926,Biomedica,5,13,8,13,17
1974,Monica Soto Cabrera,47679102,Ambiental,10,13,16,9,12
1975,Beatriz Espinoza Rodriguez,54455675,Sistemas,2,13,13,15,18
1976,Hernan Morales Cabrera,72327163,Electrica,5,11,17,14,15
1977,Adrian Vargas Pena,42341347,Civil,3,15,13,11,11
1978,Irene Chavez Ramos,20163823,Ambiental,7,11,19,14,16
1979,Marcelo Fernandez Vargas,58288763,Sistemas,6,13,9,7,15
1980,Claudia Lopez Pena,54669885,Ambiental,3,8,5,5,13
1981,Natalia Diaz Munoz,55255813,Ambiental,8,15,2,11,12
1982,Raul Rios Medina,91999200,Ambiental,6,16,9,16,16
1983,Carlos Cano Romero,91558548,Mecanica,4,11,14,13,12
1984,Andres Martinez Romero,69794141,Computacion,3,9,15,13,17
1985,Ignacio Soto Pena,51354360,Electronica,3,14,13,16,17
1986,Javier Morales Pena,37087325,Computacion,9,16,11,8,16
1987,Lucia Lopez Lopez,82468499,Biomedica,5,15,20,13,12
1988,Claudia Rodriguez Perez,18474573,Industrial,2,11,11,10,14
1989,Lucia Jimenez Jimenez,95204130,Sistemas,5,10,1,11,16
1990,Sebastian Perez Cano,20233385,Civil,9,14,15,13,10
1991,Lorena Diaz Molina,77602117,Quimica,6,15,13,19,15
1992,Andrea Martinez Silva,36451911,Electrica,4,9,13,14,18
1993,Cecilia Reyes Rios,95878194,Sistemas,7,12,6,12,13
1994,Gloria Ortiz Cruz,48306695,Ambiental,7,18,11,14,10
1995,Gloria Gonzalez Cano,10605966,Computacion,10,14,9,13,3
1996,Leonardo Morales Garcia,66810843,Quimica,8,13,16,15,13
1997,Natalia Sanchez Jimenez,13710439,Quimica,10,17,9,17,11
1998,Gustavo Rodriguez Espinoza,20566176,Sistemas,2,11,10,12,11
1999,Rodrigo Sanchez Chavez,78739008,Industrial,1,20,17,14,16
2000,Carolina Chavez Garcia,91685652,Computacion,1,14,17,20,12
2001,Patricio Jimenez Morales,86832047,Quimica,6,7,10,15,13
2002,Carolina Delgado Salinas,35036116,Computacion,7,13,12,9,5
2003,Ana Cano Cabrera,37526041,Electrica,6,15,14,11,13
2004,Matias Mora Mora,99589812,Quimica,10,13,11,8,14
2005,Irene Torres Fuentes,92582472,Electrica,10,14,12,15,17
2006,Leonardo Castillo Molina,26599876,Civil,4,9,16,14,16
2007,Valentina Ramirez Flores,25307027,Biomedica,3,13,14,12,8
2008,Antonella Campos Ruiz,17096256,Ambiental,6,14,11,15,9
2009,Carlos Ruiz Jimenez,42332467,Computacion,3,12,12,9,16
2010,Beatriz Silva Ramirez,39373648,Quimica,7,8,13,13,7
2011,Isabella Silva Alvarez,67624322,Electrica,6,9,13,11,11
2012,Matias Cruz Fernandez,73714512,Electronica,10,8,14,12,13
2013,Daniela Molina Fernandez,40299571,Industrial,9,12,16,15,14
2014,Rodrigo Rojas Aguilar,76233388,Mecanica,7,13,14,14,18
2015,Ignacio Romero Delgado,69534567,Electronica,10,14,15,16,20
2016,Claudia Diaz Diaz,65999170,Electrica,10,14,12,6,12
2017,Claudia Campos Cabrera,49634922,Civil,5,8,11,10,13
2018,Ricardo Romero Diaz,53138664,Civil,5,8,16,14,16
2019,Valeria Perez Flores,80448433,Biomedica,2,19,13,18,16
2020,Hernan Gonzalez Cruz,79959235,Mecanica,1,15,13,13,12
2021,Natalia Flores Cabrera,53129078,Sistemas,8,10,16,15,12
2022,Hernan Navarro Ramirez,88273284,Sistemas,2,16,13,12,8
2023,Helena Chavez Salinas,32985886,Biomedica,6,7,1,13,10
2024,Julia Diaz Alvarez,70285919,Computacion,7,11,7,9,13
2025,Hernan Torres Gonzalez,18288349,Sistemas,4,17,11,12,18
2026,Diego Vega Cano,79357575,Civil,7,13,18,8,10
2027,Andres Fernandez Gonzalez,72273477,Biomedica,10,7,15,7,7
2028,Matias Flores Sanchez,75908854,Electronica,10,15,14,16,15
2029,Ignacio Pena Perez,89092120,Ambiental,1,11,10,9,14
2030,Ana Flores Espinoza,85809191,Civil,9,16,10,13,20
2031,Nicolas Lopez Ramos,25534186,Electrica,2,5,12,16,14
2032,Renata Garcia Garcia,24553323,Quimica,7,17,13,12,9
2033,Helena Vega Flores,78071488,Civil,5,17,14,14,15
2034,Camila Molina Aguilar,36083738,Ambiental,8,14,17,15,18
2035,Patricio Diaz Alvarez,48360003,Sistemas,8,8,8,11,17
2036,Marco Ruiz Morales,49436834,Electrica,1,14,0,16,16
2037,Fernando Munoz Perez,36392546,Electronica,3,12,11,14,11
2038,Hernan Cabrera Medina,82598767,Mecanica,9,17,14,10,20
2039,Matias Campos Romero,51227772,Sistemas,6,7,11,14,15
2040,Maria Perez Torres,68985537,Industrial,6,13,18,7,10
2041,Hugo Vargas Rios,24550102,Quimica,7,13,3,5,16
2042,Javier Navarro Navarro,16092300,Computacion,1,20,7,10,8
2043,Cecilia Cruz Vargas,73238511,Industrial,7,8,10,11,6
2044,Sofia Soto Gonzalez,33471467,Sistemas,5,12,3,12,13
2045,Diana Herrera Molina,75101107,Ambiental,7,5,7,15,12
2046,Marcelo Fernandez Silva,58359794,Quimica,10,16,15,9,12
2047,Patricio Sanchez Flores,52933870,Computacion,6,14,16,6,16
2048,Diana Medina Morales,18273082,Electrica,8,11,12,18,16
2049,Patricio Flores Paredes,27718946,Quimica,2,20,15,20,12
2050,Adrian Delgado Ramos,28322163,Computacion,5,17,20,4,12
2051,Felipe Romero Rodriguez,17711770,Sistemas,8,16,14,12,14
2052,Sebastian Campos Rodriguez,76964938,Ambiental,5,14,13,10,13
2053,Paula Vega Ramirez,36791872,Industrial,7,14,18,12,7
2054,Maria Garcia Alvarez,76217316,Quimica,9,13,15,13,16
2055,Hugo Cano Vargas,82069686,Electronica,3,16,9,13,10
2056,Carolina Mora Jimenez,53735736,Electrica,6,19,18,13,10
2057,Ricardo Fuentes Rios,36868920,Electrica,8,11,14,12,18
2058,Sofia Chavez Ramirez,65589154,Mecanica,5,9,15,15,13
2059,Paula Silva Mora,58183828,Ambiental,6,15,18,9,13
2060,Beatriz Silva Chavez,87489986,Electronica,2,11,14,10,17
2061,Renata Rojas Ramirez,93233526,Electrica,5,5,4,14,18
2062,Ricardo Chavez Chavez,34844119,Mecanica,2,11,14,12,14
2063,Daniela Aguilar Mora,20608276,Civil,10,7,10,11,17
2064,Monica Torres Vega,89511629,Electrica,2,13,19,9,20
2065,Carlos Mendoza Gonzalez,94080822,Quimica,6,16,7,13,16
2066,Ana Reyes Reyes,98557984,Sistemas,9,14,11,15,11
2067,Marcelo Guerrero Lopez,13116659,Civil,4,15,15,17,15
2068,Andres Romero Herrera,19052361,Ambiental,4,13,14,12,8
2069,Matias Ramirez Sanchez,23937550,Industrial,1,16,11,10,9
2070,Gustavo Molina Mendoza,46751050,Industrial,4,11,8,14,10
2071,Carolina Gonzalez Fernandez,40723853,Computacion,1,13,9,18,4
2072,Claudia Reyes Jimenez,31966588,Biomedica,4,15,6,14,18
2073,Camila Guerrero Rios,68079875,Sistemas,9,15,12,16,10
2074,Ivan Rios Delgado,90321699,Mecanica,5,15,17,18,11
2075,Hugo Guerrero Fuentes,25754300,Quimica,10,15,16,12,16
2076,Antonella Ramos Munoz,95282768,Civil,8,11,9,8,14
2077,Patricia Castillo Ruiz,44876915,Computacion,5,19,15,8,18
2078,Diego Reyes Soto,99395162,Biomedica,5,15,8,12,19
2079,Patricio Paredes Cruz,69659253,Industrial,1,10,11,6,15
2080,Beatriz Espinoza Torres,52942291,Electronica,9,17,11,13,16
2081,Julia Medina Vargas,35888456,Computacion,9,12,19,8,12
2082,Andres Alvarez Garcia,59129085,Electronica,8,10,7,20,13
2083,Gabriela Vargas Torres,16322831,Civil,6,9,13,11,20
2084,Irene Fuentes Castillo,83775894,Computacion,2,14,18,10,9
2085,Leonardo Fernandez Sanchez,10869866,Electrica,4,20,13,15,8
2086,Alejandro Mora Delgado,76079226,Civil,9,11,13,16,16
2087,Cecilia Castillo Vega,19430065,Biomedica,8,19,14,15,13
2088,Elena Chavez Aguilar,75460655,Mecanica,2,14,15,9,10
2089,Monica Aguilar Silva,68031303,Civil,7,17,12,12,13
2090,Patricio Herrera Delgado,28074923,Civil,7,10,12,16,16
2091,Gustavo Alvarez Campos,23212412,Biomedica,9,10,9,13,12
2092,Monica Delgado Gonzalez,53085402,Computacion,1,16,14,15,14
2093,Antonella Chavez Rios,95699948,Ambiental,7,16,11,18,15
2094,Lucia Vargas Romero,99632038,Electronica,5,16,10,7,13
2095,Mauricio Vega Pena,48106539,Ambiental,7,11,13,20,11
2096,Fabian Martinez Gonzalez,20209828,Industrial,1,11,7,13,10
2097,Oscar Ruiz Herrera,62709916,Quimica,5,14,15,14,13
2098,Cecilia Campos Molina,67517639,Sistemas,8,14,15,10,9
2099,Lucia Torres Alvarez,24463469,Electrica,6,12,15,15,11
2100,Oscar Mora Paredes,52934388,Civil,3,11,13,10,11
2101,Fabian Gonzalez Espinoza,97104542,Biomedica,1,9,11,15,9
2102,Tomas Castillo Diaz,12141454,Ambiental,10,17,10,14,19
2103,Daniela Chavez Fernandez,86787327,Mecanica,5,9,15,10,14
2104,Adrian Munoz Chavez,60347365,Industrial,5,8,9,13,13
2105,Patricia Ruiz Martinez,96588084,Ambiental,9,18,12,13,20
2106,Carlos Delgado Paredes,32220870,Computacion,3,9,13,13,13
2107,Marco Herrera Perez,85806740,Quimica,4,10,16,10,19
2108,Hugo Vega Soto,61119198,Electronica,5,19,11,16,14
2109,Patricio Silva Delgado,36604257,Civil,4,11,20,19,19
2110,Fernando Fernandez Rodriguez,49348072,Civil,6,18,20,14,10
2111,Leonardo Espinoza Flores,92302494,Electronica,4,20,8,19,12
2112,Cristian Espinoza Jimenez,62181305,Civil,5,10,13,9,12
2113,Ana Navarro Rios,86857497,Electrica,2,17,10,18,13
2114,Gabriela Morales Jimenez,41509371,Industrial,2,6,10,20,20
2115,Nicolas Paredes Ortiz,90367265,Mecanica,10,13,15,0,17
2116,Rodrigo Ramirez Cabrera,36108677,Biomedica,2,15,14,20,4
2117,Paula Sanchez Soto,84110548,Electrica,4,11,14,16,18
2118,Patricia Salinas Herrera,83797334,Quimica,8,16,12,11,13
2119,Javier Sanchez Rodriguez,11208798,Electrica,4,16,13,12,17
2120,Natalia Diaz Jimenez,76275194,Civil,7,19,16,13,11
2121,Alejandro Espinoza Guerrero,45693070,Mecanica,2,13,9,15,16
2122,Sebastian Guerrero Gonzalez,72702066,Electronica,8,12,14,12,15
2123,Fernanda Aguilar Chavez,31965275,Quimica,1,14,13,7,12
2124,Hernan Delgado Gonzalez,58064687,Electrica,4,12,16,13,18
2125,Laura Silva Soto,37833312,Electrica,10,16,11,20,20
2126,Paula Paredes Perez,83990900,Computacion,4,12,16,14,10
2127,Felipe Soto Perez,29368173,Mecanica,3,11,11,12,14
2128,Mauricio Espinoza Gonzalez,97655067,Computacion,9,15,11,16,18
2129,Diego Fernandez Chavez,41492673,Quimica,10,14,11,17,10
2130,Laura Lopez Ramirez,46909289,Computacion,7,14,20,11,17
2131,Felipe Vega Pena,87095753,Mecanica,8,10,12,18,20
2132,Marco Mora Salinas,38591001,Mecanica,6,19,11,15,6
2133,Fernando Navarro Ramos,60421940,Quimica,1,17,15,12,13
2134,Oscar Jimenez Campos,22519402,Biomedica,2,11,8,10,16
2135,Elena Cruz Paredes,13193538,Ambiental,5,8,19,20,10
2136,Fabian Rios Vega,40102485,Quimica,7,15,16,11,19
2137,Marco Paredes Jimenez,89938461,Quimica,1,16,10,8,15
2138,Helena Vega Espinoza,49031429,Sistemas,1,16,11,5,16
2139,Laura Garcia Mendoza,88173172,Mecanica,1,10,12,20,9
2140,Camila Cruz Munoz,59643011,Biomedica,1,15,14,9,12
2141,Claudia Guerrero Garcia,94968961,Sistemas,2,6,9,17,10
2142,Felipe Navarro Navarro,58914295,Civil,7,17,14,17,15
2143,Daniela Mora Paredes,29516963,Mecanica,6,3,16,14,15
2144,Beatriz Espinoza Fuentes,53829512,Ambiental,9,5,7,13,11
2145,Daniela Castillo Flores,15005572,Sistemas,4,9,10,16,19
2146,Helena Ruiz Torres,29531064,Electrica,10,10,14,15,13
2147,Fabian Alvarez Ortiz,45642029,Civil,3,20,15,16,11
2148,Javier Guerrero Vargas,51594092,Ambiental,9,16,13,15,10
2149,Patricia Navarro Flores,73759265,Industrial,4,12,10,15,11
2150,Fernanda Delgado Ruiz,68788851,Biomedica,8,9,14,19,8
2151,Monica Cruz Medina,78989990,Electrica,1,9,15,8,9
2152,Valentina Jimenez Fuentes,63500520,Industrial,7,20,17,16,20
2153,Sebastian Romero Mendoza,37302332,Electronica,3,16,12,19,15
2154,Leonardo Fernandez Aguilar,93764048,Quimica,6,13,9,10,9
2155,Raul Rios Garcia,37979225,Industrial,5,13,20,11,13
2156,Carolina Gonzalez Diaz,23362065,Ambiental,7,14,12,12,12
2157,Daniela Soto Fernandez,80119374,Industrial,2,17,15,3,12
2158,Julia Ramos Munoz,29506674,Quimica,4,12,14,13,15
2159,Leonardo Reyes Ramos,36875762,Biomedica,1,13,10,18,12
2160,Adrian Delgado Cano,47300368,Electronica,4,11,16,13,9
2161,Natalia Ruiz Fernandez,32533086,Mecanica,5,20,12,12,12
2162,Diego Espinoza Cruz,71452731,Electrica,5,14,17,10,15
2163,Camila Espinoza Aguilar,87428217,Computacion,4,10,18,7,12
2164,Fernando Sanchez Herrera,74323678,Industrial,7,16,17,9,18
2165,Ivan Rojas Sanchez,62985633,Civil,5,10,17,16,9
2166,Andres Molina Fernandez,76425834,Quimica,6,15,16,12,16
2167,Pablo Munoz Rojas,46109302,Civil,9,14,9,16,15
